Название,Цена,Расположение,Район,Год постройки,Количество комнат,Площадь(кв.м.),Сотки,Дата,Просмотрено
Отдельный дом · 5 комнат · 222 м² · 5.5 сот.,65000000,Алматы,,2014.0,5,222.0,5.5,22 нояб.,2881
Отдельный дом · 6 комнат · 130 м² · 9 сот.,130000000,Алматы,,2004.0,6,130.0,9,22 нояб.,3763
Отдельный дом · 6 комнат · 695 м² · 15 сот.,480000000,Алматы,,2010.0,6,695.0,15,22 нояб.,909
Отдельный дом · 3 комнаты · 120 м² · 5 сот.,59000000,Алматы,,2002.0,3,120.0,5,22 нояб.,538
Отдельный дом · 5 комнат · 291 м² · 5.5 сот.,199000000,Алматы,,2023.0,5,291.0,5.5,22 нояб.,3237
Отдельный дом · 14 комнат · 350 м² · 7 сот.,90000000,Алматы,,2015.0,14,350.0,7,22 нояб.,104
Отдельный дом · 5 комнат · 259.1 м² · 7 сот.,120000000,Алматы,,2000.0,5,259.1,7,22 нояб.,3532
Отдельный дом · 7 комнат · 540 м² · 10 сот.,450000000,Алматы,,2011.0,7,540.0,10,22 нояб.,421
Отдельный дом · 6 комнат · 280 м² · 8 сот.,270000000,Алматы,,,6,280.0,8,22 нояб.,1299
Часть дома · 3 комнаты · 49.7 м² · 1.7 сот.,18000000,Алматы,,1959.0,3,49.7,1.7,22 нояб.,1209
Отдельный дом · 7 комнат · 1000 м² · 10 сот.,950000000,Алматы,,2021.0,7,1000.0,10,22 нояб.,4084
Отдельный дом · 5 комнат · 197 м² · 3 сот.,59000000,Алматы,,2022.0,5,197.0,3,22 нояб.,4718
Отдельный дом · 5 комнат · 440 м² · 15 сот.,99000000,Алматы,,2018.0,5,440.0,15,22 нояб.,2290
Отдельный дом · 8 комнат · 780 м² · 15 сот.,865000000,Алматы,,2022.0,8,780.0,15,22 нояб.,4539
Отдельный дом · 6 комнат · 160 м² · 4.6 сот.,68000000,Алматы,,2005.0,6,160.0,4.6,22 нояб.,4644
Отдельный дом · 10 комнат · 450 м² · 10 сот.,140000000,Алматы,,2019.0,10,450.0,10,22 нояб.,6748
Часть дома · 4 комнаты · 83.8 м² · 1 сот.,25000000,Алматы,,1984.0,4,83.8,1,22 нояб.,250
Часть дома · 8 комнат · 399.6 м² · 0.3 сот.,142000258,Алматы,,2008.0,8,399.6,0.3,22 нояб.,2834
Часть дома · 4 комнаты · 360 м² · 5 сот.,445000000,Алматы,,2015.0,4,360.0,5,22 нояб.,156
Отдельный дом · 18 комнат · 1650 м² · 30 сот.,816000000,Алматы,,,18,1650.0,30,22 нояб.,884
Отдельный дом · 4 комнаты · 135.2 м² · 5 сот.,55000000,Алматы,,2009.0,4,135.2,5,22 нояб.,3840
Отдельный дом · 6 комнат · 1200 м² · 30 сот.,1790000000,Алматы,,,6,1200.0,30,22 нояб.,194
Отдельный дом · 5 комнат · 172 м² · 4 сот.,85000000,Алматы,,2022.0,5,172.0,4,22 нояб.,584
Отдельный дом · 7 комнат · 317 м² · 7 сот.,250000000,Алматы,,2011.0,7,317.0,7,22 нояб.,4100
Отдельный дом · 5 комнат · 406 м² · 8.65 сот.,125000000,Алматы,,2015.0,5,406.0,8.65,22 нояб.,6024
Отдельный дом · 5 комнат · 138 м² · 5.5 сот.,80000000,Алматы,,1990.0,5,138.0,5.5,22 нояб.,810
Отдельный дом · 4 комнаты · 300 м² · 12 сот.,215000000,Алматы,,2010.0,4,300.0,12,22 нояб.,184
Отдельный дом · 5 комнат · 800 м² · 12 сот.,625000000,Алматы,,,5,800.0,12,22 нояб.,336
Часть дома · 2 комнаты · 46.8 м² · 3 сот.,25000000,Алматы,,1979.0,2,46.8,3,22 нояб.,9144
Отдельный дом · 3 комнаты · 49.1 м² · 7.1 сот.,48000000,Алматы,,1944.0,3,49.1,7.1,22 нояб.,4536
Отдельный дом · 5 комнат · 230 м² · 10 сот.,100000000,Алматы,,2015.0,5,230.0,10,22 нояб.,731
Отдельный дом · 4 комнаты · 100 м² · 6.29 сот.,25900000,Алматы,,,4,100.0,6.29,22 нояб.,6051
Отдельный дом · 5 комнат · 153 м² · 8.23511 сот.,23000000,Алматы,,2023.0,5,153.0,8.23511,22 нояб.,2341
Отдельный дом · 5 комнат · 296.7 м² · 8 сот.,330000000,Алматы,,2003.0,5,296.7,8,22 нояб.,853
Часть дома · 6 комнат · 190.4 м² · 5 сот.,80000000,Алматы,,2007.0,6,190.4,5,22 нояб.,21
Отдельный дом · 7 комнат · 340 м² · 7 сот.,260000000,Алматы,,2022.0,7,340.0,7,22 нояб.,10863
Отдельный дом · 7 комнат · 464 м² · 34 сот.,460000000,Алматы,,1996.0,7,464.0,34,22 нояб.,106
Отдельный дом · 8 комнат · 1400 м² · 60 сот.,2500000000,Алматы,,,8,1400.0,60,22 нояб.,668
Отдельный дом · 6 комнат · 176 м² · 8 сот.,87000000,Алматы,,2007.0,6,176.0,8,22 нояб.,238
Отдельный дом · 7 комнат · 1000 м² · 110 сот.,900000000,Алматы,,,7,1000.0,110,22 нояб.,2731
Отдельный дом · 4 комнаты · 175 м² · 8.5 сот.,93000000,Алматы,,2024.0,4,175.0,8.5,22 нояб.,169
Отдельный дом · 5 комнат · 220 м² · 6.5 сот.,74000000,Алматы,,,5,220.0,6.5,22 нояб.,1062
Отдельный дом · 3 комнаты · 86 м² · 7 сот.,32000000,Алматы,,2007.0,3,86.0,7,22 нояб.,403
Отдельный дом · 3 комнаты · 210 м² · 5.5 сот.,80000000,Алматы,,2022.0,3,210.0,5.5,22 нояб.,1834
Отдельный дом · 10 комнат · 306 м² · 5 сот.,205000000,Алматы,,2006.0,10,306.0,5,22 нояб.,15346
Отдельный дом · 6 комнат · 117 м² · 10 сот.,70000000,Алматы,,2009.0,6,117.0,10,22 нояб.,2656
Отдельный дом · 4 комнаты · 83.5 м² · 1026 сот.,90000000,Алматы,,1987.0,4,83.5,1026,22 нояб.,1354
Отдельный дом · 6 комнат · 336 м² · 12.48 сот.,92000000,Алматы,,,6,336.0,12.48,22 нояб.,2905
Отдельный дом · 6 комнат · 187 м² · 10 сот.,130000000,Алматы,,2005.0,6,187.0,10,22 нояб.,367
Отдельный дом · 10 комнат · 620 м² · 7 сот.,450000000,Алматы,,2009.0,10,620.0,7,22 нояб.,2432
Отдельный дом · 6 комнат · 360 м² · 3 сот.,450000000,Алматы,,2011.0,6,360.0,3,22 нояб.,48
Отдельный дом · 3 комнаты · 65.2 м² · 6.13 сот.,65000000,Алматы,,,3,65.2,6.13,22 нояб.,1680
Отдельный дом · 8 комнат · 800 м² · 8 сот.,670000000,Алматы,,2024.0,8,800.0,8,22 нояб.,1338
Часть дома · 8 комнат · 400 м² · 0.5 сот.,180200370,Алматы,,2008.0,8,400.0,0.5,22 нояб.,2624
Отдельный дом · 4 комнаты · 80 м² · 7 сот.,26800000,Алматы,,2006.0,4,80.0,7,22 нояб.,10668
Отдельный дом · 2 комнаты · 45 м² · 6 сот.,50000000,Алматы,,1960.0,2,45.0,6,22 нояб.,367
Отдельный дом · 4 комнаты · 140 м² · 6 сот.,125000000,Алматы,,2021.0,4,140.0,6,22 нояб.,588
Часть дома · 7 комнат · 320 м² · 6 сот.,175000000,Алматы,,2013.0,7,320.0,6,22 нояб.,656
Отдельный дом · 8 комнат · 750 м² · 10 сот.,367000000,Алматы,,,8,750.0,10,22 нояб.,599
Отдельный дом · 9 комнат · 620 м² · 3 сот.,445000000,Алматы,,2018.0,9,620.0,3,22 нояб.,222
Отдельный дом · 3 комнаты · 95.8 м² · 13 сот.,135000000,Алматы,,1994.0,3,95.8,13,22 нояб.,598
Отдельный дом · 3 комнаты · 60 м² · 5 сот.,24000000,Алматы,,,3,60.0,5,22 нояб.,498
Часть дома · 4 комнаты · 110 м² · 3 сот.,35000000,Алматы,,1939.0,4,110.0,3,22 нояб.,1335
Отдельный дом · 2 комнаты · 60 м² · 3 сот.,29000000,Алматы,,1979.0,2,60.0,3,22 нояб.,1289
Отдельный дом · 5 комнат · 275 м² · 7.4 сот.,99000000,Алматы,,2007.0,5,275.0,7.4,22 нояб.,9407
Отдельный дом · 4 комнаты · 70 м² · 15 сот.,74000000,Алматы,,1960.0,4,70.0,15,22 нояб.,1156
Часть дома · 3 комнаты · 132.9 м² · 3 сот.,51000000,Алматы,,1958.0,3,132.9,3,22 нояб.,3342
Отдельный дом · 5 комнат · 210 м² · 6 сот.,108000000,Алматы,,2023.0,5,210.0,6,22 нояб.,2507
Отдельный дом · 7 комнат · 485 м² · 10 сот.,210000000,Алматы,,2005.0,7,485.0,10,22 нояб.,1194
Отдельный дом · 5 комнат · 240 м² · 15 сот.,190000000,Алматы,,,5,240.0,15,22 нояб.,48
Отдельный дом · 4 комнаты · 113 м² · 5.5 сот.,60000000,Алматы,,1996.0,4,113.0,5.5,22 нояб.,430
Отдельный дом · 6 комнат · 405 м² · 15 сот.,167000000,Алматы,,2014.0,6,405.0,15,22 нояб.,6936
Отдельный дом · 4 комнаты · 114 м² · 4 сот.,40000000,Алматы,,2019.0,4,114.0,4,22 нояб.,140
Отдельный дом · 6 комнат · 204 м² · 8 сот.,70000000,Алматы,,2014.0,6,204.0,8,22 нояб.,2157
Отдельный дом · 3 комнаты · 90 м² · 7 сот.,105000000,Алматы,,1965.0,3,90.0,7,22 нояб.,2936
Часть дома · 4 комнаты · 71 м² · 1.7 сот.,60000000,Алматы,,2000.0,4,71.0,1.7,22 нояб.,124
Отдельный дом · 6 комнат · 407.3 м² · 6.3 сот.,145000000,Алматы,,2023.0,6,407.3,6.3,22 нояб.,1596
Отдельный дом · 7 комнат · 381.5 м² · 15 сот.,400000000,Алматы,,2020.0,7,381.5,15,22 нояб.,935
Отдельный дом · 5 комнат · 306 м² · 10 сот.,293000000,Алматы,,2023.0,5,306.0,10,22 нояб.,233
Часть дома · 2 комнаты · 40 м² · 2 сот.,20500000,Алматы,,1970.0,2,40.0,2,22 нояб.,1890
Отдельный дом · 4 комнаты · 120 м² · 6.1 сот.,90000000,Алматы,,2013.0,4,120.0,6.1,22 нояб.,1133
Часть дома · 5 комнат · 240 м² · 2.5 сот.,82000000,Алматы,,2022.0,5,240.0,2.5,22 нояб.,1728
Отдельный дом · 4 комнаты · 180 м² · 13.2 сот.,185000000,Алматы,,1962.0,4,180.0,13.2,22 нояб.,697
Дача · 3 комнаты · 126 м² · 5.16 сот.,30000000,Алматы,,1990.0,3,126.0,5.16,22 нояб.,5580
Отдельный дом · 4 комнаты · 77 м² · 3.5 сот.,38500000,Алматы,,2017.0,4,77.0,3.5,22 нояб.,5467
Отдельный дом · 20 комнат · 740 м² · 10 сот.,370000000,Алматы,,,20,740.0,10,22 нояб.,817
Отдельный дом · 4 комнаты · 58 м² · 8 сот.,20000000,Алматы,,2015.0,4,58.0,8,22 нояб.,8503
Отдельный дом · 2 комнаты · 42 м² · 10 сот.,47000000,Алматы,,2024.0,2,42.0,10,22 нояб.,613
Отдельный дом · 10 комнат · 800 м² · 10 сот.,960000000,Алматы,,,10,800.0,10,22 нояб.,545
Отдельный дом · 7 комнат · 270 м² · 9 сот.,160000000,Алматы,,,7,270.0,9,22 нояб.,1360
Отдельный дом · 5 комнат · 192.5 м² · 11.82 сот.,185000000,Алматы,,2002.0,5,192.5,11.82,22 нояб.,3174
Отдельный дом · 6 комнат · 270 м² · 8 сот.,140000000,Алматы,,2015.0,6,270.0,8,22 нояб.,482
Отдельный дом · 6 комнат · 400 м² · 25 сот.,220000000,Алматы,,2005.0,6,400.0,25,22 нояб.,252
Отдельный дом · 4 комнаты · 84 м² · 6.5 сот.,99500000,Алматы,,,4,84.0,6.5,22 нояб.,324
Отдельный дом · 2 комнаты · 45 м² · 5 сот.,20000000,Алматы,,2008.0,2,45.0,5,22 нояб.,1511
Отдельный дом · 3 комнаты · 33.8 м² · 15 сот.,17000000,Алматы,,1960.0,3,33.8,15,22 нояб.,2909
Отдельный дом · 7 комнат · 317 м² · 10 сот.,100000000,Алматы,,2017.0,7,317.0,10,22 нояб.,692
Дача · 4 комнаты · 40 м² · 7 сот.,12000000,Алматы,,1998.0,4,40.0,7,22 нояб.,1598
Часть дома · 3 комнаты · 75 м² · 6.8 сот.,45000000,Алматы,,2018.0,3,75.0,6.8,22 нояб.,323
Отдельный дом · 8 комнат · 207 м² · 8 сот.,110000000,Алматы,,2010.0,8,207.0,8,22 нояб.,593
Отдельный дом · 2 комнаты · 78 м² · 10 сот.,63000000,Алматы,,2000.0,2,78.0,10,22 нояб.,318
Отдельный дом · 4 комнаты · 222 м² · 6 сот.,230000000,Алматы,,2021.0,4,222.0,6,22 нояб.,406
Отдельный дом · 5 комнат · 224 м² · 4.3 сот.,86000000,Алматы,,2024.0,5,224.0,4.3,22 нояб.,1311
Отдельный дом · 7 комнат · 250 м² · 7 сот.,125000000,Алматы,,2006.0,7,250.0,7,22 нояб.,300
Часть дома · 5 комнат · 106.9 м² · 4.8 сот.,50000000,Алматы,,,5,106.9,4.8,22 нояб.,1007
Отдельный дом · 8 комнат · 318 м² · 10 сот.,200000000,Алматы,,2005.0,8,318.0,10,22 нояб.,18
Отдельный дом · 8 комнат · 830 м² · 15 сот.,680000000,Алматы,,2010.0,8,830.0,15,22 нояб.,138
Отдельный дом · 7 комнат · 520 м² · 12 сот.,253000000,Алматы,,2022.0,7,520.0,12,22 нояб.,7043
Отдельный дом · 5 комнат · 300 м² · 15 сот.,60000000,Алматы,,,5,300.0,15,22 нояб.,507
Отдельный дом · 3 комнаты · 90 м² · 3 сот.,28300000,Алматы,,1978.0,3,90.0,3,22 нояб.,1870
Отдельный дом · 4 комнаты · 110 м² · 9.2 сот.,65000000,Алматы,,2008.0,4,110.0,9.2,22 нояб.,1074
Отдельный дом · 5 комнат · 256.6 м² · 12 сот.,115000000,Алматы,,2007.0,5,256.6,12,22 нояб.,31
Дача · 2 комнаты · 25 м² · 12 сот.,7000000,Алматы,,,2,25.0,12,22 нояб.,921
Отдельный дом · 4 комнаты · 112 м² · 4 сот.,40000000,Алматы,,2019.0,4,112.0,4,22 нояб.,116
Отдельный дом · 9 комнат · 100 м² · 14.9 сот.,185000000,Алматы,,1975.0,9,100.0,14.9,22 нояб.,433
Отдельный дом · 12 комнат · 500 м² · 10 сот.,190000000,Алматы,,2019.0,12,500.0,10,22 нояб.,3923
Отдельный дом · 3 комнаты · 108 м² · 22 сот.,165000000,Алматы,,1993.0,3,108.0,22,22 нояб.,597
Отдельный дом · 3 комнаты · 96 м² · 3 сот.,36000000,Алматы,,2012.0,3,96.0,3,22 нояб.,20
Дача · 4 комнаты · 85 м² · 6.7 сот.,26000000,Алматы,,,4,85.0,6.7,22 нояб.,2467
Дача · 3 комнаты · 60 м² · 10 сот.,20000000,Алматы,,2007.0,3,60.0,10,22 нояб.,1799
Отдельный дом · 13 комнат · 600 м² · 7 сот.,250000000,Алматы,,2017.0,13,600.0,7,22 нояб.,14629
Отдельный дом · 3 комнаты · 44.4 м² · 6.23 сот.,85000000,Алматы,,1969.0,3,44.4,6.23,22 нояб.,39
Отдельный дом · 5 комнат · 232 м² · 8 сот.,200000000,Алматы,,2009.0,5,232.0,8,22 нояб.,10810
Отдельный дом · 3 комнаты · 88 м² · 10.45 сот.,33000000,Алматы,,1968.0,3,88.0,10.45,22 нояб.,2984
Отдельный дом · 7 комнат · 201 м² · 7 сот.,63000000,Алматы,,1987.0,7,201.0,7,22 нояб.,3527
Отдельный дом · 7 комнат · 471 м² · 6 сот.,290000000,Алматы,,2021.0,7,471.0,6,22 нояб.,235
