Название,Цена(тенге),Расположение,Район,Год постройки,Количество комнат,Площадь(кв.м),Этаж,Дата,Просмотрено
1-комнатная квартира · 30.5 м² · 1/5 этаж,14600000,Алматы,,2011.0,1,30.5,1.0,23 нояб.,295
3-комнатная квартира · 90 м² · 2/3 этаж,61000000,Алматы,,2022.0,3,90.0,2.0,23 нояб.,583
2-комнатная квартира · 62 м² · 10/12 этаж,42000000,Алматы,,2024.0,2,62.0,10.0,23 нояб.,2
2-комнатная квартира · 72.2 м² · 2/12 этаж,44000000,Алматы,,2024.0,2,72.2,2.0,23 нояб.,172
4-комнатная квартира · 87 м² · 4/5 этаж,68000000,Алматы,,1991.0,4,87.0,4.0,23 нояб.,8918
1-комнатная квартира · 32 м² · 2/5 этаж,27000000,Алматы,,1973.0,1,32.0,2.0,23 нояб.,1911
2-комнатная квартира · 47 м² · 4/10 этаж,25500000,Алматы,,2019.0,2,47.0,4.0,23 нояб.,8606
2-комнатная квартира · 83.6 м² · 13/13 этаж,67500000,Алматы,,2008.0,2,83.6,13.0,23 нояб.,1716
2-комнатная квартира · 73.3 м² · 7/9 этаж,23500000,Алматы,,2024.0,2,73.3,7.0,23 нояб.,112
2-комнатная квартира · 52 м² · 11/12 этаж,36800000,Алматы,,2024.0,2,52.0,11.0,23 нояб.,148
1-комнатная квартира · 58.7 м² · 8/16 этаж,23800000,Алматы,,2012.0,1,58.7,8.0,23 нояб.,1
3-комнатная квартира · 67 м² · 2/3 этаж,47000000,Алматы,Бостандыкский,2024.0,3,67.0,2.0,24 нояб.,159
3-комнатная квартира · 58.1 м² · 3/4 этаж,43000000,Алматы,,1961.0,3,58.1,3.0,23 нояб.,248
2-комнатная квартира · 86.3 м² · 3/5 этаж,91999999,Алматы,,1977.0,2,86.3,3.0,23 нояб.,78
1-комнатная квартира · 34 м² · 6/10 этаж,16000000,Алматы,,2023.0,1,34.0,6.0,23 нояб.,1599
1-комнатная квартира · 46.1 м² · 11/12 этаж,20999000,Алматы,,2024.0,1,46.1,11.0,23 нояб.,1676
1-комнатная квартира · 36 м² · 6/8 этаж,16999999,Алматы,,2023.0,1,36.0,6.0,23 нояб.,124
6-комнатная квартира · 380 м²,418000000,Алматы,,2022.0,6,380.0,,23 нояб.,4897
2-комнатная квартира · 55.14 м² · 2/3 этаж,34000000,Алматы,,2024.0,2,55.14,2.0,23 нояб.,278
4-комнатная квартира · 130 м² · 4/8 этаж,135000000,Алматы,,2011.0,4,130.0,4.0,23 нояб.,77
2-комнатная квартира · 70 м² · 2/3 этаж,53500000,Алматы,,2023.0,2,70.0,2.0,23 нояб.,294
3-комнатная квартира · 49.3 м² · 2/2 этаж,23500000,Алматы,,2016.0,3,49.3,2.0,23 нояб.,66
3-комнатная квартира · 56.7 м² · 4/4 этаж,34500000,Алматы,,1971.0,3,56.7,4.0,23 нояб.,87
3-комнатная квартира · 81.3 м² · 8/13 этаж,60000000,Алматы,,2021.0,3,81.3,8.0,23 нояб.,47
2-комнатная квартира · 44 м² · 8/12 этаж,40500000,Алматы,,2024.0,2,44.0,8.0,23 нояб.,234
1-комнатная квартира · 31 м² · 3/9 этаж,19800000,Алматы,,2023.0,1,31.0,3.0,23 нояб.,106
1-комнатная квартира · 28 м² · 2/2 этаж,13000000,Алматы,,1963.0,1,28.0,2.0,23 нояб.,2908
2-комнатная квартира · 74 м² · 3/3 этаж,40000000,Алматы,,2019.0,2,74.0,3.0,23 нояб.,72
3-комнатная квартира · 81 м² · 3/13 этаж,76000000,Алматы,Ауэзовский,2022.0,3,81.0,3.0,24 нояб.,299
3-комнатная квартира · 94 м² · 9/16 этаж,68000000,Алматы,,2009.0,3,94.0,9.0,23 нояб.,120
2-комнатная квартира · 90 м² · 24/28 этаж,78500000,Алматы,,2010.0,2,90.0,24.0,23 нояб.,761
6-комнатная квартира · 464 м² · 20/22 этаж,330000000,Алматы,,2008.0,6,464.0,20.0,23 нояб.,272
1-комнатная квартира · 26 м² · 2/3 этаж,26000000,Алматы,,1962.0,1,26.0,2.0,23 нояб.,654
1-комнатная квартира · 48.3 м² · 6/7 этаж,23000000,Алматы,,2023.0,1,48.3,6.0,23 нояб.,2
2-комнатная квартира · 56.1 м² · 4/9 этаж,36500000,Алматы,,2006.0,2,56.1,4.0,23 нояб.,3
1-комнатная квартира · 14 м² · 3/4 этаж,12000000,Алматы,,1968.0,1,14.0,3.0,23 нояб.,2592
2-комнатная квартира · 92.8 м² · 14/16 этаж,40000000,Алматы,,2012.0,2,92.8,14.0,23 нояб.,321
2-комнатная квартира · 45 м² · 10/14 этаж,39300000,Алматы,,2024.0,2,45.0,10.0,23 нояб.,515
3-комнатная квартира · 91.6 м² · 6/12 этаж,55000000,Алматы,Алмалинский,2016.0,3,91.6,6.0,23 нояб.,279
3-комнатная квартира · 121.81 м²,99396960,Алматы,,2025.0,3,121.81,,23 нояб.,2784
2-комнатная квартира · 70 м² · 5/5 этаж,34900000,Алматы,,2014.0,2,70.0,5.0,23 нояб.,280
3-комнатная квартира · 69 м² · 12/12 этаж,29900000,Алматы,,2024.0,3,69.0,12.0,23 нояб.,163
2-комнатная квартира · 63.2 м² · 9/9 этаж,35000000,Алматы,,1982.0,2,63.2,9.0,23 нояб.,861
3-комнатная квартира · 78 м² · 11/20 этаж,67900000,Алматы,Бостандыкский,2023.0,3,78.0,11.0,23 нояб.,129
1-комнатная квартира · 40 м²,32000000,Алматы,,2024.0,1,40.0,,23 нояб.,61
2-комнатная квартира · 47 м² · 7/10 этаж,23500000,Алматы,,2019.0,2,47.0,7.0,23 нояб.,98
1-комнатная квартира · 31 м² · 10/10 этаж,19000000,Алматы,,2021.0,1,31.0,10.0,23 нояб.,283
3-комнатная квартира · 74 м² · 3/12 этаж,60000000,Алматы,,2024.0,3,74.0,3.0,23 нояб.,74
1-комнатная квартира · 17.7 м² · 1/2 этаж,12000000,Алматы,,2019.0,1,17.7,1.0,23 нояб.,3
2-комнатная квартира · 61 м² · 4/13 этаж,53000000,Алматы,,2019.0,2,61.0,4.0,23 нояб.,250
1-комнатная квартира · 32 м² · 4/9 этаж,19490000,Алматы,,2022.0,1,32.0,4.0,23 нояб.,362
4-комнатная квартира · 120 м² · 7/18 этаж,112000000,Алматы,,2019.0,4,120.0,7.0,23 нояб.,46
3-комнатная квартира · 76.7 м² · 3/9 этаж,45000000,Алматы,,2014.0,3,76.7,3.0,23 нояб.,73
1-комнатная квартира · 21.4 м² · 7/12 этаж,13500000,Алматы,,2021.0,1,21.4,7.0,23 нояб.,1454
3-комнатная квартира · 76 м² · 5/6 этаж,40000000,Алматы,,2019.0,3,76.0,5.0,23 нояб.,220
3-комнатная квартира · 65 м² · 5 этаж,33000000,Алматы,,1985.0,3,65.0,5.0,23 нояб.,219
2-комнатная квартира · 34.6 м² · 2/2 этаж,17940000,Алматы,,1971.0,2,34.6,2.0,23 нояб.,175
2-комнатная квартира · 63.4 м² · 3/5 этаж,36000000,Алматы,Турксибский,2017.0,2,63.4,3.0,23 нояб.,2
1-комнатная квартира · 48 м² · 3/9 этаж,26500000,Алматы,,2006.0,1,48.0,3.0,23 нояб.,140
3-комнатная квартира · 76.4 м² · 9/9 этаж,36700000,Алматы,,2013.0,3,76.4,9.0,23 нояб.,156
4-комнатная квартира · 72 м² · 2/3 этаж,63500000,Алматы,,1961.0,4,72.0,2.0,23 нояб.,2966
3-комнатная квартира · 99.13 м² · 9/10 этаж,39500000,Алматы,,2021.0,3,99.13,9.0,23 нояб.,1
3-комнатная квартира · 105.4 м² · 2/16 этаж,54800000,Алматы,,2023.0,3,105.4,2.0,23 нояб.,0
2-комнатная квартира · 53 м² · 3/12 этаж,36000000,Алматы,,2022.0,2,53.0,3.0,23 нояб.,844
3-комнатная квартира · 91 м² · 20/21 этаж,40499000,Алматы,,2007.0,3,91.0,20.0,23 нояб.,107
2-комнатная квартира · 62 м² · 3/5 этаж,69900000,Алматы,,1972.0,2,62.0,3.0,23 нояб.,1490
3-комнатная квартира · 60 м² · 5/9 этаж,48500000,Алматы,,2022.0,3,60.0,5.0,23 нояб.,205
2-комнатная квартира · 58.2 м² · 12/12 этаж,35000000,Алматы,,2021.0,2,58.2,12.0,23 нояб.,282
1-комнатная квартира · 47 м² · 5/9 этаж,22000000,Алматы,,2024.0,1,47.0,5.0,23 нояб.,1326
2-комнатная квартира · 72.44 м² · 12/19 этаж,48000000,Алматы,Бостандыкский,2024.0,2,72.44,12.0,23 нояб.,215
2-комнатная квартира · 61 м² · 8/13 этаж,42700000,Алматы,Алмалинский,2023.0,2,61.0,8.0,23 нояб.,64
2-комнатная квартира · 81.1 м² · 2/3 этаж,118796497,Алматы,,2024.0,2,81.1,2.0,23 нояб.,385
1-комнатная квартира · 28.2 м² · 1/10 этаж,18500000,Алматы,,2020.0,1,28.2,1.0,23 нояб.,256
2-комнатная квартира · 51 м² · 1/10 этаж,38000000,Алматы,,2023.0,2,51.0,1.0,23 нояб.,50
1-комнатная квартира · 38 м² · 2/5 этаж,25500000,Алматы,,1982.0,1,38.0,2.0,23 нояб.,85
2-комнатная квартира · 42 м² · 2/3 этаж,29500000,Алматы,,1961.0,2,42.0,2.0,23 нояб.,56
4-комнатная квартира · 76 м²,48000000,Алматы,,1979.0,4,76.0,,23 нояб.,121
2-комнатная квартира · 67.9 м² · 6/10 этаж,54900000,Алматы,,2009.0,2,67.9,6.0,23 нояб.,494
2-комнатная квартира · 41 м² · 1/9 этаж,25000000,Алматы,,2022.0,2,41.0,1.0,23 нояб.,212
2-комнатная квартира · 60 м² · 5/13 этаж,33000000,Алматы,Турксибский,2016.0,2,60.0,5.0,23 нояб.,616
5-комнатная квартира · 280 м² · 3/3 этаж,270000000,Алматы,,2022.0,5,280.0,3.0,23 нояб.,297
2-комнатная квартира · 68 м² · 6/16 этаж,40500000,Алматы,,2024.0,2,68.0,6.0,23 нояб.,140
1-комнатная квартира · 28 м² · 1/9 этаж,17800000,Алматы,,2024.0,1,28.0,1.0,23 нояб.,331
3-комнатная квартира · 90 м² · 6/13 этаж,57000000,Алматы,,2018.0,3,90.0,6.0,23 нояб.,179
2-комнатная квартира · 60 м² · 5/15 этаж,40000000,Алматы,,2025.0,2,60.0,5.0,23 нояб.,37
2-комнатная квартира · 52 м² · 3/6 этаж,27000000,Алматы,,2024.0,2,52.0,3.0,23 нояб.,129
2-комнатная квартира · 63 м² · 1/16 этаж,60999970,Алматы,,2018.0,2,63.0,1.0,23 нояб.,35
1-комнатная квартира · 40 м² · 12/13 этаж,21900000,Алматы,,2024.0,1,40.0,12.0,23 нояб.,306
2-комнатная квартира · 52 м² · 5/5 этаж,36000000,Алматы,,1991.0,2,52.0,5.0,23 нояб.,1234
4-комнатная квартира · 96 м² · 3/5 этаж,69000000,Алматы,,,4,96.0,3.0,23 нояб.,186
2-комнатная квартира · 66.5 м² · 1/3 этаж,66000000,Алматы,,2023.0,2,66.5,1.0,23 нояб.,155
3-комнатная квартира · 103 м² · 1/2 этаж,32000000,Алматы,,1974.0,3,103.0,1.0,23 нояб.,83
3-комнатная квартира · 54 м² · 4/10 этаж,34500000,Алматы,,2024.0,3,54.0,4.0,23 нояб.,368
2-комнатная квартира · 64 м² · 2/14 этаж,55000000,Алматы,,2006.0,2,64.0,2.0,23 нояб.,118
1-комнатная квартира · 30 м² · 2/15 этаж,25500000,Алматы,,2012.0,1,30.0,2.0,23 нояб.,220
1-комнатная квартира · 40 м² · 11/12 этаж,27000000,Алматы,,1989.0,1,40.0,11.0,23 нояб.,122
4-комнатная квартира · 76 м² · 6/9 этаж,41500000,Алматы,,1975.0,4,76.0,6.0,23 нояб.,239
2-комнатная квартира · 62 м² · 4/10 этаж,29999990,Алматы,,2019.0,2,62.0,4.0,23 нояб.,190
2-комнатная квартира · 55.3 м² · 4/12 этаж,28500000,Алматы,,2022.0,2,55.3,4.0,23 нояб.,239
3-комнатная квартира · 70.7 м² · 3/9 этаж,18900000,Алматы,,2025.0,3,70.7,3.0,23 нояб.,16677
3-комнатная квартира · 100 м² · 17/19 этаж,120000000,Алматы,,2023.0,3,100.0,17.0,23 нояб.,546
2-комнатная квартира · 63 м² · 6/12 этаж,43000000,Алматы,Наурызбайский,2022.0,2,63.0,6.0,23 нояб.,3
3-комнатная квартира · 56.4 м² · 4/5 этаж,38500000,Алматы,,1977.0,3,56.4,4.0,23 нояб.,290
2-комнатная квартира · 41 м² · 2/4 этаж,22500000,Алматы,,1962.0,2,41.0,2.0,23 нояб.,3318
2-комнатная квартира · 55 м² · 14/22 этаж,37500000,Алматы,,2024.0,2,55.0,14.0,23 нояб.,41
3-комнатная квартира · 65 м² · 1/5 этаж,41000000,Алматы,,1986.0,3,65.0,1.0,23 нояб.,22
2-комнатная квартира · 68.6 м² · 8/13 этаж,44000000,Алматы,,2023.0,2,68.6,8.0,23 нояб.,198
2-комнатная квартира · 45 м² · 10/10 этаж,22000000,Алматы,,2020.0,2,45.0,10.0,23 нояб.,153
4-комнатная квартира · 148 м² · 13/13 этаж,120200200,Алматы,,2018.0,4,148.0,13.0,23 нояб.,4139
3-комнатная квартира · 92 м² · 12/21 этаж,72999999,Алматы,,2017.0,3,92.0,12.0,23 нояб.,95
3-комнатная квартира · 80 м² · 3/9 этаж,45000000,Алматы,,2022.0,3,80.0,3.0,23 нояб.,34
3-комнатная квартира · 69.2 м² · 2/3 этаж,38060000,Алматы,,2025.0,3,69.2,2.0,23 нояб.,818
3-комнатная квартира · 88 м² · 5/10 этаж,44000000,Алматы,,2020.0,3,88.0,5.0,23 нояб.,1224
1-комнатная квартира · 45 м² · 9/10 этаж,25200000,Алматы,,2016.0,1,45.0,9.0,23 нояб.,35
4-комнатная квартира · 110 м² · 3/13 этаж,98000000,Алматы,,2020.0,4,110.0,3.0,23 нояб.,973
2-комнатная квартира · 43.5 м² · 5/5 этаж,25000000,Алматы,,1983.0,2,43.5,5.0,24 нояб.,3483
2-комнатная квартира · 52 м² · 10/12 этаж,41500000,Алматы,,2023.0,2,52.0,10.0,23 нояб.,73
3-комнатная квартира · 87 м² · 15/18 этаж,49999999,Алматы,,2023.0,3,87.0,15.0,23 нояб.,2810
2-комнатная квартира · 41 м² · 3/4 этаж,27500000,Алматы,,1963.0,2,41.0,3.0,23 нояб.,124
2-комнатная квартира · 39 м² · 10/13 этаж,46900000,Алматы,,2023.0,2,39.0,10.0,23 нояб.,790
3-комнатная квартира · 125.5 м² · 3/3 этаж,116000000,Алматы,Наурызбайский,2024.0,3,125.5,3.0,23 нояб.,3
